device_id,timestamp_utc,timestamp_uganda,battery_voltage,field2,humidity_percent,motion_counts,temperature_celsius,motion_status,work_mode,frame_counter,rssi,raw_payload,source_file,file_last_modified
lht65n-01-temp-humidity-sensor,2025-09-26T00:50:22.432318856Z,2025-09-26T00:50:22.432318856Z,3.086,3,64.5,18993,25.31,No activity,PIR Sensor,2436,-63,zA4J4wKFDgAASjE=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T01:20:21.948383152Z,2025-09-26T01:20:21.948383152Z,3.086,3,64.1,18993,25.2,No activity,PIR Sensor,2437,-77,zA4J2AKBDgAASjE=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T01:29:17.550529835Z,2025-09-26T01:29:17.550529835Z,3.086,3,64.2,18994,25.21,Activity,PIR Sensor,2438,-78,zA4J2QKCDgEASjI=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T01:50:21.434396207Z,2025-09-26T01:50:21.434396207Z,3.086,3,63.6,18995,25.03,No activity,PIR Sensor,2439,-62,zA4JxwJ8DgAASjM=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T02:20:20.900320484Z,2025-09-26T02:20:20.900320484Z,3.086,3,64.8,18995,24.54,No activity,PIR Sensor,2440,-77,zA4JlgKIDgAASjM=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T02:22:30.241475821Z,2025-09-26T02:22:30.241475821Z,3.087,3,64.8,18996,24.54,Activity,PIR Sensor,2441,-62,zA8JlgKIDgEASjQ=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T02:50:20.377694902Z,2025-09-26T02:50:20.377694902Z,3.086,3,65.3,18996,24.62,No activity,PIR Sensor,2442,-62,zA4JngKNDgAASjQ=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:10:20.987351356Z,2025-09-26T03:10:20.987351356Z,3.086,3,65.1,18997,24.74,Activity,PIR Sensor,2443,-78,zA4JqgKLDgEASjU=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:20:19.857228293Z,2025-09-26T03:20:19.857228293Z,3.088,3,65.0,18997,24.75,No activity,PIR Sensor,2444,-64,zBAJqwKKDgAASjU=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:20:39.836342271Z,2025-09-26T03:20:39.836342271Z,3.086,3,64.9,18998,24.75,Activity,PIR Sensor,2445,-77,zA4JqwKJDgEASjY=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:22:46.710664905Z,2025-09-26T03:22:46.710664905Z,3.087,3,64.9,19008,24.72,Activity,PIR Sensor,2446,-75,zA8JqAKJDgEASkA=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:26:14.609176789Z,2025-09-26T03:26:14.609176789Z,3.087,3,65.4,19013,24.71,Activity,PIR Sensor,2447,-61,zA8JpwKODgEASkU=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:32:44.974173588Z,2025-09-26T03:32:44.974173588Z,3.087,3,65.3,19026,24.71,Activity,PIR Sensor,2449,-61,zA8JpwKNDgEASlI=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:38:43.686345064Z,2025-09-26T03:38:43.686345064Z,3.086,3,64.4,19046,24.68,Activity,PIR Sensor,2450,-61,zA4JpAKEDgEASmY=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:41:54.731799972Z,2025-09-26T03:41:54.731799972Z,3.086,3,65.3,19048,24.62,Activity,PIR Sensor,2451,-76,zA4JngKNDgEASmg=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:46:40.511450393Z,2025-09-26T03:46:40.511450393Z,3.087,3,65.3,19056,24.62,Activity,PIR Sensor,2452,-59,zA8JngKNDgEASnA=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:50:19.285529792Z,2025-09-26T03:50:19.285529792Z,3.086,3,65.6,19056,24.61,No activity,PIR Sensor,2453,-77,zA4JnQKQDgAASnA=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:56:50.534094409Z,2025-09-26T03:56:50.534094409Z,3.086,3,65.2,19057,24.5,Activity,PIR Sensor,2454,-75,zA4JkgKMDgEASnE=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:58:57.207915226Z,2025-09-26T03:58:57.207915226Z,3.088,3,65.3,19066,24.45,Activity,PIR Sensor,2455,-65,zBAJjQKNDgEASno=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T04:02:32.453851686Z,2025-09-26T04:02:32.453851686Z,3.087,3,65.2,19069,24.47,Activity,PIR Sensor,2456,-79,zA8JjwKMDgEASn0=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T04:07:31.167785775Z,2025-09-26T04:07:31.167785775Z,3.088,3,65.1,19073,24.44,Activity,PIR Sensor,2457,-60,zBAJjAKLDgEASoE=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T04:10:30.053295986Z,2025-09-26T04:10:30.053295986Z,3.086,3,64.9,19087,24.38,Activity,PIR Sensor,2458,-63,zA4JhgKJDgEASo8=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T04:12:40.871350055Z,2025-09-26T04:12:40.871350055Z,3.086,3,64.8,19101,24.34,Activity,PIR Sensor,2459,-79,zA4JggKIDgEASp0=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T04:14:44.594190557Z,2025-09-26T04:14:44.594190557Z,3.086,3,65.1,19110,24.32,Activity,PIR Sensor,2460,-61,zA4JgAKLDgEASqY=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T04:16:46.376743559Z,2025-09-26T04:16:46.376743559Z,3.086,3,65.4,19125,24.34,Activity,PIR Sensor,2461,-78,zA4JggKODgEASrU=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T04:20:18.751849012Z,2025-09-26T04:20:18.751849012Z,3.088,3,65.7,19136,24.38,No activity,PIR Sensor,2462,-78,zBAJhgKRDgAASsA=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T04:50:18.268104508Z,2025-09-26T04:50:18.268104508Z,3.086,3,63.9,19136,24.44,No activity,PIR Sensor,2463,-63,zA4JjAJ/DgAASsA=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T05:09:16.463428832Z,2025-09-26T05:09:16.463428832Z,3.088,3,64.4,19137,24.38,Activity,PIR Sensor,2464,-78,zBAJhgKEDgEASsE=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T05:15:59.485295927Z,2025-09-26T05:15:59.485295927Z,3.088,3,64.7,19142,24.41,Activity,PIR Sensor,2465,-64,zBAJiQKHDgEASsY=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T05:20:17.702066864Z,2025-09-26T05:20:17.702066864Z,3.087,3,64.2,19151,24.42,No activity,PIR Sensor,2466,-64,zA8JigKCDgAASs8=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T05:29:41.162027203Z,2025-09-26T05:29:41.162027203Z,3.088,3,64.3,19152,24.47,Activity,PIR Sensor,2467,-78,zBAJjwKDDgEAStA=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T05:40:53.037845161Z,2025-09-26T05:40:53.037845161Z,3.087,3,64.3,19155,24.5,Activity,PIR Sensor,2468,-78,zA8JkgKDDgEAStM=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T05:50:17.180413717Z,2025-09-26T05:50:17.180413717Z,3.086,3,64.9,19156,24.51,No activity,PIR Sensor,2469,-78,zA4JkwKJDgAAStQ=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T06:00:05.349980312Z,2025-09-26T06:00:05.349980312Z,3.088,3,64.3,19158,24.44,Activity,PIR Sensor,2471,-78,zBAJjAKDDgEAStY=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T06:20:16.759103399Z,2025-09-26T06:20:16.759103399Z,3.089,3,65.1,19167,24.51,No activity,PIR Sensor,2473,-63,zBEJkwKLDgAASt8=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T06:21:17.827234866Z,2025-09-26T06:21:17.827234866Z,3.087,3,65.1,19168,24.5,Activity,PIR Sensor,2474,-63,zA8JkgKLDgEASuA=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T06:28:16.775006748Z,2025-09-26T06:28:16.775006748Z,3.086,3,64.6,19170,24.53,Activity,PIR Sensor,2475,-78,zA4JlQKGDgEASuI=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T06:50:16.179138016Z,2025-09-26T06:50:16.179138016Z,3.087,3,65.4,19173,24.65,No activity,PIR Sensor,2476,-64,zA8JoQKODgAASuU=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T06:50:47.365512081Z,2025-09-26T06:50:47.365512081Z,3.087,3,65.4,19174,24.68,Activity,PIR Sensor,2477,-78,zA8JpAKODgEASuY=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T06:55:46.266483749Z,2025-09-26T06:55:46.266483749Z,3.085,3,65.5,19175,24.71,Activity,PIR Sensor,2478,-79,zA0JpwKPDgEASuc=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T06:59:44.052061119Z,2025-09-26T06:59:44.052061119Z,3.086,3,65.8,19186,24.76,Activity,PIR Sensor,2479,-77,zA4JrAKSDgEASvI=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T07:20:15.597216587Z,2025-09-26T07:20:15.597216587Z,3.086,3,67.1,19188,25.0,No activity,PIR Sensor,2480,-76,zA4JxAKfDgAASvQ=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T07:33:59.437499403Z,2025-09-26T07:33:59.437499403Z,3.087,3,67.6,19189,25.09,Activity,PIR Sensor,2481,-59,zA8JzQKkDgEASvU=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T07:39:36.831891624Z,2025-09-26T07:39:36.831891624Z,3.086,3,67.2,19196,25.16,Activity,PIR Sensor,2482,-61,zA4J1AKgDgEASvw=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T07:49:20.872261664Z,2025-09-26T07:49:20.872261664Z,3.087,3,67.1,19197,25.29,Activity,PIR Sensor,2483,-76,zA8J4QKfDgEASv0=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T07:50:15.083769528Z,2025-09-26T07:50:15.083769528Z,3.086,3,67.0,19197,25.27,No activity,PIR Sensor,2484,-62,zA4J3wKeDgAASv0=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T08:09:48.050290066Z,2025-09-26T08:09:48.050290066Z,3.087,3,67.0,19198,25.51,Activity,PIR Sensor,2485,-76,zA8J9wKeDgEASv4=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T08:14:48.719842999Z,2025-09-26T08:14:48.719842999Z,3.087,3,66.9,19202,25.52,Activity,PIR Sensor,2486,-65,zA8J+AKdDgEASwI=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T08:16:52.492731228Z,2025-09-26T08:16:52.492731228Z,3.086,3,67.2,19226,25.57,Activity,PIR Sensor,2487,-50,zA4J/QKgDgEASxo=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T08:18:58.943867905Z,2025-09-26T08:18:58.943867905Z,3.086,3,67.1,19254,25.57,Activity,PIR Sensor,2488,-65,zA4J/QKfDgEASzY=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T08:20:14.622982600Z,2025-09-26T08:20:14.622982600Z,3.088,3,67.1,19256,25.58,No activity,PIR Sensor,2489,-54,zBAJ/gKfDgAASzg=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T08:31:56.136391039Z,2025-09-26T08:31:56.136391039Z,3.086,3,67.0,19257,25.68,Activity,PIR Sensor,2490,-52,zA4KCAKeDgEASzk=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T08:41:03.973269260Z,2025-09-26T08:41:03.973269260Z,3.086,3,66.8,19263,25.69,Activity,PIR Sensor,2491,-67,zA4KCQKcDgEASz8=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T08:44:55.133713770Z,2025-09-26T08:44:55.133713770Z,3.087,3,67.0,19275,25.72,Activity,PIR Sensor,2492,-53,zA8KDAKeDgEAS0s=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T08:50:14.040742265Z,2025-09-26T08:50:14.040742265Z,3.085,3,66.8,19282,25.75,No activity,PIR Sensor,2493,-68,zA0KDwKcDgAAS1I=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T08:52:28.498281438Z,2025-09-26T08:52:28.498281438Z,3.086,3,66.7,19283,25.76,Activity,PIR Sensor,2494,-65,zA4KEAKbDgEAS1M=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T08:54:49.595534193Z,2025-09-26T08:54:49.595534193Z,3.087,3,66.7,19289,25.79,Activity,PIR Sensor,2495,-53,zA8KEwKbDgEAS1k=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T08:56:52.356468607Z,2025-09-26T08:56:52.356468607Z,3.087,3,66.9,19297,25.78,Activity,PIR Sensor,2496,-68,zA8KEgKdDgEAS2E=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T08:58:56.767369576Z,2025-09-26T08:58:56.767369576Z,3.087,3,67.8,19311,25.79,Activity,PIR Sensor,2497,-53,zA8KEwKmDgEAS28=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T09:01:02.406147365Z,2025-09-26T09:01:02.406147365Z,3.086,3,67.5,19323,25.79,Activity,PIR Sensor,2498,-53,zA4KEwKjDgEAS3s=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T09:20:13.560509786Z,2025-09-26T09:20:13.560509786Z,3.088,3,67.6,19332,25.96,No activity,PIR Sensor,2499,-65,zBAKJAKkDgAAS4Q=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T09:50:13.008816308Z,2025-09-26T09:50:13.008816308Z,3.087,3,67.4,19332,26.09,No activity,PIR Sensor,2500,-65,zA8KMQKiDgAAS4Q=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T10:20:12.469588861Z,2025-09-26T10:20:12.469588861Z,3.088,3,66.2,19332,26.16,No activity,PIR Sensor,2501,-66,zBAKOAKWDgAAS4Q=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T10:50:11.945522887Z,2025-09-26T10:50:11.945522887Z,3.087,3,66.4,19332,26.19,No activity,PIR Sensor,2502,-65,zA8KOwKYDgAAS4Q=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T11:20:11.416392398Z,2025-09-26T11:20:11.416392398Z,3.087,3,65.8,19332,26.26,No activity,PIR Sensor,2503,-66,zA8KQgKSDgAAS4Q=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T11:50:10.936178217Z,2025-09-26T11:50:10.936178217Z,3.085,3,64.7,19332,26.3,No activity,PIR Sensor,2504,-66,zA0KRgKHDgAAS4Q=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T12:20:10.368972949Z,2025-09-26T12:20:10.368972949Z,3.086,3,63.8,19332,26.36,No activity,PIR Sensor,2505,-50,zA4KTAJ+DgAAS4Q=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T12:50:09.849636307Z,2025-09-26T12:50:09.849636307Z,3.087,3,62.5,19332,26.33,No activity,PIR Sensor,2506,-50,zA8KSQJxDgAAS4Q=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T13:20:09.356488493Z,2025-09-26T13:20:09.356488493Z,3.088,3,62.1,19332,26.3,No activity,PIR Sensor,2507,-65,zBAKRgJtDgAAS4Q=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T13:50:08.791090918Z,2025-09-26T13:50:08.791090918Z,3.087,3,63.4,19332,26.3,No activity,PIR Sensor,2508,-65,zA8KRgJ6DgAAS4Q=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T14:20:08.302900148Z,2025-09-26T14:20:08.302900148Z,3.087,3,63.7,19332,26.29,No activity,PIR Sensor,2509,-65,zA8KRQJ9DgAAS4Q=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T14:40:58.409959614Z,2025-09-26T14:40:58.409959614Z,3.087,3,64.3,19333,26.3,Activity,PIR Sensor,2510,-64,zA8KRgKDDgEAS4U=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T14:43:49.838672322Z,2025-09-26T14:43:49.838672322Z,3.086,3,64.4,19341,26.27,Activity,PIR Sensor,2511,-49,zA4KQwKEDgEAS40=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T14:49:04.881976862Z,2025-09-26T14:49:04.881976862Z,3.086,3,64.5,19345,26.27,Activity,PIR Sensor,2512,-65,zA4KQwKFDgEAS5E=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T14:50:07.774953057Z,2025-09-26T14:50:07.774953057Z,3.086,3,64.5,19354,26.26,No activity,PIR Sensor,2513,-49,zA4KQgKFDgAAS5o=,processed_2025-09-26_15-04-34.json,2025-09-26T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:10:20.987351356Z,2025-09-26T03:10:20.987351356Z,3.086,3,65.1,18997,24.74,Activity,PIR Sensor,2443,-78,zA4JqgKLDgEASjU=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:20:19.857228293Z,2025-09-26T03:20:19.857228293Z,3.088,3,65.0,18997,24.75,No activity,PIR Sensor,2444,-64,zBAJqwKKDgAASjU=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:20:39.836342271Z,2025-09-26T03:20:39.836342271Z,3.086,3,64.9,18998,24.75,Activity,PIR Sensor,2445,-77,zA4JqwKJDgEASjY=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:22:46.710664905Z,2025-09-26T03:22:46.710664905Z,3.087,3,64.9,19008,24.72,Activity,PIR Sensor,2446,-75,zA8JqAKJDgEASkA=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:26:14.609176789Z,2025-09-26T03:26:14.609176789Z,3.087,3,65.4,19013,24.71,Activity,PIR Sensor,2447,-61,zA8JpwKODgEASkU=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:32:44.974173588Z,2025-09-26T03:32:44.974173588Z,3.087,3,65.3,19026,24.71,Activity,PIR Sensor,2449,-61,zA8JpwKNDgEASlI=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:38:43.686345064Z,2025-09-26T03:38:43.686345064Z,3.086,3,64.4,19046,24.68,Activity,PIR Sensor,2450,-61,zA4JpAKEDgEASmY=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:41:54.731799972Z,2025-09-26T03:41:54.731799972Z,3.086,3,65.3,19048,24.62,Activity,PIR Sensor,2451,-76,zA4JngKNDgEASmg=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:46:40.511450393Z,2025-09-26T03:46:40.511450393Z,3.087,3,65.3,19056,24.62,Activity,PIR Sensor,2452,-59,zA8JngKNDgEASnA=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:50:19.285529792Z,2025-09-26T03:50:19.285529792Z,3.086,3,65.6,19056,24.61,No activity,PIR Sensor,2453,-77,zA4JnQKQDgAASnA=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:56:50.534094409Z,2025-09-26T03:56:50.534094409Z,3.086,3,65.2,19057,24.5,Activity,PIR Sensor,2454,-75,zA4JkgKMDgEASnE=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T03:58:57.207915226Z,2025-09-26T03:58:57.207915226Z,3.088,3,65.3,19066,24.45,Activity,PIR Sensor,2455,-65,zBAJjQKNDgEASno=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T04:02:32.453851686Z,2025-09-26T04:02:32.453851686Z,3.087,3,65.2,19069,24.47,Activity,PIR Sensor,2456,-79,zA8JjwKMDgEASn0=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T04:07:31.167785775Z,2025-09-26T04:07:31.167785775Z,3.088,3,65.1,19073,24.44,Activity,PIR Sensor,2457,-60,zBAJjAKLDgEASoE=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T04:10:30.053295986Z,2025-09-26T04:10:30.053295986Z,3.086,3,64.9,19087,24.38,Activity,PIR Sensor,2458,-63,zA4JhgKJDgEASo8=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T04:12:40.871350055Z,2025-09-26T04:12:40.871350055Z,3.086,3,64.8,19101,24.34,Activity,PIR Sensor,2459,-79,zA4JggKIDgEASp0=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T04:14:44.594190557Z,2025-09-26T04:14:44.594190557Z,3.086,3,65.1,19110,24.32,Activity,PIR Sensor,2460,-61,zA4JgAKLDgEASqY=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T04:16:46.376743559Z,2025-09-26T04:16:46.376743559Z,3.086,3,65.4,19125,24.34,Activity,PIR Sensor,2461,-78,zA4JggKODgEASrU=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T04:20:18.751849012Z,2025-09-26T04:20:18.751849012Z,3.088,3,65.7,19136,24.38,No activity,PIR Sensor,2462,-78,zBAJhgKRDgAASsA=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T04:50:18.268104508Z,2025-09-26T04:50:18.268104508Z,3.086,3,63.9,19136,24.44,No activity,PIR Sensor,2463,-63,zA4JjAJ/DgAASsA=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T05:09:16.463428832Z,2025-09-26T05:09:16.463428832Z,3.088,3,64.4,19137,24.38,Activity,PIR Sensor,2464,-78,zBAJhgKEDgEASsE=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-26T05:15:59.485295927Z,2025-09-26T05:15:59.485295927Z,3.088,3,64.7,19142,24.41,Activity,PIR Sensor,2465,-64,zBAJiQKHDgEASsY=,processed_2025-09-27_03-04-34.json,2025-09-27T03:04:36+00:00
